gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000285735	LINC02717	long intergenic non-protein coding RNA 2717	ncRNA	0	0
ENSG00000285736	NA	NA	NA	0	0
ENSG00000285737	NA	NA	NA	0	0
ENSG00000285738	NA	NA	NA	0	0
ENSG00000285739	NA	NA	NA	0	0
ENSG00000285740	NA	NA	NA	0	0
ENSG00000285741	NA	NA	NA	0	0
ENSG00000285742	NA	NA	NA	0	0
ENSG00000285743	NA	NA	NA	0	0.14
ENSG00000285744	NA	NA	NA	0.22	0.31
ENSG00000285745	NA	NA	NA	0	0
ENSG00000285746	LOC100129307	putative UPF0607 protein ENSP00000383144	pseudo	0	0
ENSG00000285747	NA	NA	NA	0	0.03
ENSG00000285748	NA	NA	NA	0	0
ENSG00000285749	NA	NA	NA	0	0
ENSG00000285750	NA	NA	NA	0	0
ENSG00000285751	NA	NA	NA	0	0
ENSG00000285752	NA	NA	NA	0.68	0.64
ENSG00000285753	LCEP3	late cornified envelope pseudogene 3	pseudo	0	0
ENSG00000285754	NA	NA	NA	0	0
ENSG00000285755	NA	NA	NA	0	0
ENSG00000285756	LOC389906,FAM239C	zinc finger protein 839 pseudogene,family with sequence similarity 239 member C	pseudo,ncRNA	25.75	22.22
ENSG00000285758	LOC124901966	uncharacterized LOC124901966	ncRNA	0	0
ENSG00000285759	NA	NA	NA	0	0
ENSG00000285760	OR3A5P	olfactory receptor family 3 subfamily A member 5 pseudogene	pseudo	0	0
ENSG00000285761	NA	NA	NA	0.19	0.19
ENSG00000285763	NA	NA	NA	0.04	0.18
ENSG00000285764	NA	NA	NA	0	0
ENSG00000285765	FAM90A23,LOC124906757	family with sequence similarity 90 member A23,putative protein FAM90A23P	protein-coding	0	0
ENSG00000285766	NA	NA	NA	0	0
ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849	ncRNA	0	0
ENSG00000285769	NA	NA	NA	0	0
ENSG00000285770	NA	NA	NA	0	0
ENSG00000285771	NA	NA	NA	0	0
ENSG00000285772	NA	NA	NA	0	0
ENSG00000285773	NA	NA	NA	0	0
ENSG00000285774	NA	NA	NA	0	0
ENSG00000285775	NA	NA	NA	0	0
ENSG00000285776	RNA5SP506	RNA, 5S ribosomal pseudogene 506	pseudo	0	0
ENSG00000285777	ANKRD45	ankyrin repeat domain 45	protein-coding	0.08	0.08
ENSG00000285778	NA	NA	NA	0	0
ENSG00000285779	NA	NA	NA	0	0
ENSG00000285780	NA	NA	NA	0	0
ENSG00000285781	LOC100505502	POM121 transmembrane nucleoporin like, pseudogene	pseudo	0.06	0
ENSG00000285782	NA	NA	NA	0	0
ENSG00000285783	NA	NA	NA	0	0
ENSG00000285784	NA	NA	NA	0	0
ENSG00000285785	NA	NA	NA	0	0
ENSG00000285786	NA	NA	NA	0	0
ENSG00000285788	NA	NA	NA	0	0
ENSG00000285789	NA	NA	NA	0	0
ENSG00000285790	NA	NA	NA	0	0
ENSG00000285791	NA	NA	NA	0.28	0.23
ENSG00000285792	NA	NA	NA	0	0
ENSG00000285793	ANAPC1P2	ANAPC1 pseudogene 2	pseudo	3.37	2.59
ENSG00000285794	NA	NA	NA	0	0
ENSG00000285796	NA	NA	NA	0.56	0.67
ENSG00000285797	NA	NA	NA	0	0
ENSG00000285798	NA	NA	NA	0	0
ENSG00000285799	NA	NA	NA	0	0
ENSG00000285800	NA	NA	NA	0	0
ENSG00000285801	NA	NA	NA	0	0
ENSG00000285802	NA	NA	NA	0.06	0
ENSG00000285803	NA	NA	NA	0.41	0.21
ENSG00000285804	NA	NA	NA	0.85	1.16
ENSG00000285805	NA	NA	NA	0	0
ENSG00000285806	NA	NA	NA	0	0
ENSG00000285807	NA	NA	NA	0	0
ENSG00000285808	NA	NA	NA	0	0
ENSG00000285809	NA	NA	NA	0	0
ENSG00000285810	NA	NA	NA	0	0
ENSG00000285811	NA	NA	NA	0	0
ENSG00000285812	NA	NA	NA	0.15	0
ENSG00000285813	NA	NA	NA	0.65	0.55
ENSG00000285814	FAM90A14	family with sequence similarity 90 member A14	protein-coding	0	0
ENSG00000285815	GET1-SH3BGR	GET1-SH3BGR readthrough	protein-coding	0.69	1.41
ENSG00000285816	NA	NA	NA	1.2	2.48
ENSG00000285817	NA	NA	NA	0	0
ENSG00000285818	LOC100131107	putative UPF0607 protein ENSP00000383783	pseudo	0	0
ENSG00000285819	NA	NA	NA	0	0
ENSG00000285820	NA	NA	NA	0	0
ENSG00000285821	NA	NA	NA	0	0
ENSG00000285822	NA	NA	NA	0	0
ENSG00000285823	NA	NA	NA	0	0
ENSG00000285824	NA	NA	NA	0	0
ENSG00000285825	CCDC15-DT	CCDC15 divergent transcript	ncRNA	0.13	0.46
ENSG00000285826	NA	NA	NA	0	0
ENSG00000285827	NA	NA	NA	1.13	1.92
ENSG00000285829	NA	NA	NA	0	0
ENSG00000285830	NA	NA	NA	0.48	0
ENSG00000285831	NA	NA	NA	0	0
ENSG00000285833	NA	NA	NA	0	0
ENSG00000285834	NA	NA	NA	0	0
ENSG00000285835	NA	NA	NA	0	0
ENSG00000285836	NA	NA	NA	0	0
ENSG00000285837	NA	NA	NA	0	0
ENSG00000285838	NA	NA	NA	0	0
ENSG00000285839	NA	NA	NA	0	0
ENSG00000285840	NA	NA	NA	0	0
ENSG00000285841	NA	NA	NA	0	0
ENSG00000285842	NA	NA	NA	0	0
ENSG00000285843	SCYGR9	small cysteine and glycine repeat containing 9 (gene/pseudogene)	pseudo	0	0
ENSG00000285844	NA	NA	NA	0	0
ENSG00000285845	NA	NA	NA	0	0
ENSG00000285846	NA	NA	NA	0	0.04
ENSG00000285847	NA	NA	NA	0.02	0
ENSG00000285848	NA	NA	NA	0	0
ENSG00000285849	NA	NA	NA	0	0
ENSG00000285850	NA	NA	NA	0	0
ENSG00000285851	NA	NA	NA	0.22	0.07
ENSG00000285852	LOC124902388	uncharacterized LOC124902388	ncRNA	0	0
ENSG00000285853	NA	NA	NA	0	0
ENSG00000285854	NA	NA	NA	0.04	0.02
ENSG00000285855	NA	NA	NA	0	0
ENSG00000285856	NA	NA	NA	0.06	0
ENSG00000285857	NA	NA	NA	0.06	0.06
ENSG00000285858	NA	NA	NA	0	0
ENSG00000285859	NA	NA	NA	0	0
ENSG00000285860	NA	NA	NA	0	0
ENSG00000285861	NA	NA	NA	0	0
ENSG00000285862	NA	NA	NA	0	0
ENSG00000285863	NA	NA	NA	0	0.21
ENSG00000285864	NA	NA	NA	3.39	2.2
ENSG00000285865	NA	NA	NA	0.03	0
ENSG00000285866	LINC02852	long intergenic non-protein coding RNA 2852	ncRNA	0	0
ENSG00000285867	NA	NA	NA	0.14	0.14
ENSG00000285868	NA	NA	NA	0	0.01
ENSG00000285869	LINC02858	long intergenic non-protein coding RNA 2858	ncRNA	0	0
ENSG00000285870	NA	NA	NA	0.03	0
ENSG00000285871	NA	NA	NA	0.16	0.04
ENSG00000285872	LOC101929691	uncharacterized LOC101929691	ncRNA	0.54	0.33
ENSG00000285873	NA	NA	NA	0	0
ENSG00000285876	LOC105373436	uncharacterized LOC105373436	ncRNA	0	0
ENSG00000285877	NA	NA	NA	0	0.03
ENSG00000285878	NA	NA	NA	0	0
ENSG00000285879	NA	NA	NA	0	0
ENSG00000285880	NA	NA	NA	0	0
ENSG00000285881	NA	NA	NA	0	0
ENSG00000285882	NA	NA	NA	0	0
ENSG00000285883	NA	NA	NA	0	0
ENSG00000285884	LOC105378268	uncharacterized LOC105378268	ncRNA	0.11	0.43
ENSG00000285885	NA	NA	NA	0	0
ENSG00000285886	LOC124901671	uncharacterized LOC124901671	ncRNA	0.16	0.39
ENSG00000285887	NA	NA	NA	0	0
ENSG00000285888	NA	NA	NA	0.09	0.04
ENSG00000285889	NA	NA	NA	0.21	0.41
ENSG00000285890	NA	NA	NA	0	0
ENSG00000285891	MSANTD5	Myb/SANT DNA binding domain containing 5	protein-coding	0	0
ENSG00000285892	NA	NA	NA	0	0
ENSG00000285894	NA	NA	NA	0.05	0.05
ENSG00000285895	NA	NA	NA	0	0
ENSG00000285896	NA	NA	NA	0	0
ENSG00000285897	NA	NA	NA	0.01	0
ENSG00000285898	NA	NA	NA	0	0
ENSG00000285899	NA	NA	NA	0	0
ENSG00000285900	NA	NA	NA	0	0
ENSG00000285901	NA	NA	NA	1.04	0.57
ENSG00000285902	NA	NA	NA	0	0
ENSG00000285904	NA	NA	NA	0.11	0.11
ENSG00000285905	BMP8B-AS1	BMP8B antisense RNA 1	ncRNA	0	0
ENSG00000285906	LOC102723663	uncharacterized LOC102723663	ncRNA	1.12	2.47
ENSG00000285907	NA	NA	NA	0	0
ENSG00000285908	NA	NA	NA	0	0
ENSG00000285909	NA	NA	NA	0	0
ENSG00000285910	LOC101928866	uncharacterized LOC101928866	ncRNA	0	0
ENSG00000285911	NA	NA	NA	0	0
ENSG00000285912	RNA5SP250	RNA, 5S ribosomal pseudogene 250	pseudo	0	0
ENSG00000285913	FAM90A18	family with sequence similarity 90 member A18	protein-coding	0	0
ENSG00000285914	LOC105377724	uncharacterized LOC105377724	ncRNA	0	0
ENSG00000285915	NA	NA	NA	0	0
ENSG00000285917	NA	NA	NA	0	0
ENSG00000285918	NA	NA	NA	0	0
ENSG00000285919	NA	NA	NA	0	0
ENSG00000285920	NA	NA	NA	1.36	0.99
ENSG00000285921	NA	NA	NA	0	0
ENSG00000285922	NA	NA	NA	0.28	0.12
ENSG00000285923	NA	NA	NA	0	0
ENSG00000285925	NA	NA	NA	0.11	0.44
ENSG00000285926	NA	NA	NA	0.16	0
ENSG00000285927	NA	NA	NA	0	0
ENSG00000285928	NA	NA	NA	0.74	0.51
ENSG00000285929	NA	NA	NA	0	0
ENSG00000285930	NA	NA	NA	0	0
ENSG00000285931	NA	NA	NA	0	0
ENSG00000285932	NA	NA	NA	0	0.09
ENSG00000285933	NA	NA	NA	0	0
ENSG00000285934	NA	NA	NA	0	0
ENSG00000285935	NA	NA	NA	0	0
ENSG00000285936	NA	NA	NA	0	0
ENSG00000285937	FAM90A8	family with sequence similarity 90 member A8	protein-coding	0	0
ENSG00000285938	LOC122526776	uncharacterized LOC122526776	ncRNA	0	0
ENSG00000285939	NA	NA	NA	0	0
ENSG00000285940	LOC124904288	uncharacterized LOC124904288	ncRNA	0	0
ENSG00000285941	NA	NA	NA	0	0
ENSG00000285942	NA	NA	NA	0.31	0.2
ENSG00000285943	NA	NA	NA	0.69	0.51
ENSG00000285944	H2AL1MP	H2A.L variant histone 1M, pseudogene	pseudo	0	0
ENSG00000285945	NA	NA	NA	0	0
ENSG00000285946	LCE7A	late cornified envelope 7A	protein-coding	0	0
ENSG00000285947	NA	NA	NA	0	0
ENSG00000285948	NA	NA	NA	0.07	0
ENSG00000285950	FAM90A10,LOC124906735,LOC124906766	family with sequence similarity 90 member A10,putative protein FAM90A10P	protein-coding	0	0
ENSG00000285952	NA	NA	NA	0.1	0
ENSG00000285953	NA	NA	NA	0.06	0
ENSG00000285954	NA	NA	NA	0	0
ENSG00000285955	NA	NA	NA	0.05	0.05
ENSG00000285957	NA	NA	NA	0.03	0
ENSG00000285958	NA	NA	NA	0	0
ENSG00000285959	NA	NA	NA	0	0
ENSG00000285960	NA	NA	NA	0	0
ENSG00000285961	NA	NA	NA	0	0
ENSG00000285963	NA	NA	NA	0	0
ENSG00000285964	LOC107986821	uncharacterized LOC107986821	ncRNA	0	0
ENSG00000285966	NA	NA	NA	0	0
ENSG00000285967	NIPBL-DT	NIPBL divergent transcript	ncRNA	5.06	4.86
ENSG00000285968	NA	NA	NA	0	0
ENSG00000285969	NA	NA	NA	0	0
ENSG00000285970	NA	NA	NA	0	0
ENSG00000285971	NA	NA	NA	0	0
ENSG00000285972	CERNA2	competing endogenous lncRNA 2 for microRNA let-7b	ncRNA	0	0
ENSG00000285973	NA	NA	NA	0	0
ENSG00000285974	NA	NA	NA	0	0
ENSG00000285975	FAM90A7,FAM90A9	family with sequence similarity 90 member A7,family with sequence similarity 90 member A9	protein-coding	0	0
ENSG00000285976	NA	NA	NA	0.01	0.87
ENSG00000285977	NA	NA	NA	0	0
ENSG00000285978	NA	NA	NA	0	0
ENSG00000285979	NA	NA	NA	0.93	0.76
ENSG00000285980	NA	NA	NA	0	0
ENSG00000285981	NA	NA	NA	0	0
ENSG00000285982	NA	NA	NA	0	0
ENSG00000285984	NA	NA	NA	0	0
ENSG00000285985	NA	NA	NA	0	0
ENSG00000285986	LOC100996886	complement factor H-related protein 3-like	pseudo	0	0
ENSG00000285987	NA	NA	NA	0	0
ENSG00000285988	NA	NA	NA	0	0
ENSG00000285989	H2AQ1P	H2A.Q variant histone 1, pseudogene	pseudo	0	0
ENSG00000285990	NBEAP6	neurobeachin pseudogene 6	pseudo	0.03	0
ENSG00000285991	NA	NA	NA	0.18	0.16
ENSG00000285992	NA	NA	NA	0	0
ENSG00000285993	NA	NA	NA	0	0
ENSG00000285994	NA	NA	NA	0	0
ENSG00000285996	NA	NA	NA	0.03	0.05
ENSG00000285997	NA	NA	NA	0	0
ENSG00000285998	NA	NA	NA	0	0
ENSG00000285999	NA	NA	NA	0.56	0.44
ENSG00000286000	NA	NA	NA	0.02	0.02
ENSG00000286001	NA	NA	NA	0.56	1.26
ENSG00000286002	NA	NA	NA	0	0
ENSG00000286003	NA	NA	NA	0	0
ENSG00000286004	NA	NA	NA	0.09	0.04
ENSG00000286005	NA	NA	NA	0	0
ENSG00000286006	NA	NA	NA	0	0
ENSG00000286007	NA	NA	NA	0	0
ENSG00000286008	NA	NA	NA	0	0
ENSG00000286009	NA	NA	NA	0	0
ENSG00000286010	LOC105375754	uncharacterized LOC105375754	ncRNA	0	0
ENSG00000286011	NA	NA	NA	0	0.18
ENSG00000286012	NA	NA	NA	0	0
ENSG00000286013	NA	NA	NA	0.22	0
ENSG00000286014	SPDYE14,SPDYE13,SPDYE15	speedy/RINGO cell cycle regulator family member E14,speedy/RINGO cell cycle regulator family member E13,speedy/RINGO cell cycle regulator family member E15	protein-coding	0	0
ENSG00000286015	NA	NA	NA	0	0
ENSG00000286016	NA	NA	NA	0	0
ENSG00000286017	NA	NA	NA	0.08	0
ENSG00000286018	NA	NA	NA	0.97	1.8
ENSG00000286019	NOTCH2NLB	notch 2 N-terminal like B	protein-coding	2.1	2.92
ENSG00000286020	NA	NA	NA	0	0
ENSG00000286021	NA	NA	NA	0	0
ENSG00000286022	NA	NA	NA	0	0
ENSG00000286023	NA	NA	NA	0	0
ENSG00000286024	LOC105372432	uncharacterized LOC105372432	ncRNA	0.59	0
ENSG00000286025	FAM246C	family with sequence similarity 246 member C (gene/pseudogene)	protein-coding	0.04	0.16
ENSG00000286026	NA	NA	NA	0	0
ENSG00000286027	PCSEAT	prostate cancer expressed EZH2 associated transcript	ncRNA	0	0
ENSG00000286028	MIR34BHG	MIR34B and MIR34C host gene	ncRNA	0	0
ENSG00000286030	NA	NA	NA	0	0
ENSG00000286031	NA	NA	NA	0	0
ENSG00000286032	NA	NA	NA	0	0
ENSG00000286033	NA	NA	NA	0	0.07
ENSG00000286034	NA	NA	NA	0	0
ENSG00000286035	NA	NA	NA	0	0
ENSG00000286036	NA	NA	NA	0	0
ENSG00000286037	NA	NA	NA	0	0
ENSG00000286038	SPDYE14,SPDYE13,SPDYE15	speedy/RINGO cell cycle regulator family member E14,speedy/RINGO cell cycle regulator family member E13,speedy/RINGO cell cycle regulator family member E15	protein-coding	0	0
ENSG00000286039	NA	NA	NA	0	0.08
ENSG00000286040	NA	NA	NA	0.01	0
ENSG00000286041	NA	NA	NA	0	0
ENSG00000286042	LCAL1	lung cancer associated lncRNA 1	ncRNA	0	0
ENSG00000286043	NA	NA	NA	0	0
ENSG00000286044	NA	NA	NA	0	0
ENSG00000286045	NA	NA	NA	0.05	0.03
ENSG00000286046	NA	NA	NA	0	0
ENSG00000286047	NA	NA	NA	0	0
ENSG00000286048	NA	NA	NA	0	0.07
ENSG00000286049	NA	NA	NA	0	0
ENSG00000286050	NA	NA	NA	0	0
ENSG00000286051	NA	NA	NA	0	0
ENSG00000286052	NA	NA	NA	0	0
ENSG00000286053	ASDURF	ASNSD1 upstream open reading frame	protein-coding	1.51	0
ENSG00000286054	NA	NA	NA	0	2.69
ENSG00000286055	NA	NA	NA	0	0
ENSG00000286056	NA	NA	NA	0	0
ENSG00000286057	NA	NA	NA	0	2.69
ENSG00000286058	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1	pseudo	0	0
ENSG00000286059	NA	NA	NA	0	0
ENSG00000286060	LOC124905218	uncharacterized LOC124905218	ncRNA	0	0
ENSG00000286061	RCAN3AS	RCAN3 antisense RNA	ncRNA	0	0
ENSG00000286062	NA	NA	NA	0	0
ENSG00000286063	NA	NA	NA	0	0
ENSG00000286064	NA	NA	NA	0	0
ENSG00000286066	NA	NA	NA	0	0
ENSG00000286067	NA	NA	NA	0.94	0.71
ENSG00000286068	NA	NA	NA	0	0
ENSG00000286069	NA	NA	NA	0	0
ENSG00000286070	NA	NA	NA	129.58	146.77
ENSG00000286071	LOC105373170	uncharacterized LOC105373170	ncRNA	0	0
ENSG00000286072	NA	NA	NA	0	0
ENSG00000286073	NA	NA	NA	0	0
ENSG00000286074	NA	NA	NA	0	0
ENSG00000286075	SAGSIN1	salivary gland specific protein SAGSIN1	protein-coding	7.12	7.3
ENSG00000286076	NA	NA	NA	0	0
ENSG00000286077	NA	NA	NA	0	0
ENSG00000286078	NA	NA	NA	0.52	0
ENSG00000286080	NA	NA	NA	0	0.03
ENSG00000286081	LOC105373682	uncharacterized LOC105373682	ncRNA	0	0
ENSG00000286082	NA	NA	NA	0	0
ENSG00000286083	NA	NA	NA	0	0
ENSG00000286084	NA	NA	NA	0.03	0.08
ENSG00000286085	NA	NA	NA	0	0
ENSG00000286086	LOC105374254	uncharacterized LOC105374254	ncRNA	0.51	0.19
ENSG00000286087	NA	NA	NA	0	0
ENSG00000286088	FAM24B-CUZD1	FAM24B-CUZD1 readthrough	ncRNA	0.36	0.8
ENSG00000286089	NA	NA	NA	0	0
ENSG00000286090	NA	NA	NA	0	0
ENSG00000286091	NA	NA	NA	0	2.69
ENSG00000286092	NA	NA	NA	0	0
ENSG00000286093	NA	NA	NA	0	0
ENSG00000286095	SPEGNB	SPEG neighbor	protein-coding	0	0
ENSG00000286096	GPC3-AS1	GPC3 antisense RNA 1	ncRNA	0	0
ENSG00000286097	NA	NA	NA	0	0
ENSG00000286098	NA	NA	NA	0	0
ENSG00000286099	NA	NA	NA	0	0
ENSG00000286100	NA	NA	NA	0	0
ENSG00000286101	LOC105373514	uncharacterized LOC105373514	ncRNA	0	0
ENSG00000286102	FAM246A	family with sequence similarity 246 member A	protein-coding	0	0
ENSG00000286103	NA	NA	NA	0	0
ENSG00000286104	NA	NA	NA	2.11	1.91
ENSG00000286105	TMEM217B	transmembrane protein 217B	protein-coding	0.51	1.11
ENSG00000286106	NOTCH2NLR	notch 2 N-terminal like R	protein-coding	0.91	0.9
ENSG00000286107	NA	NA	NA	0	0.07
ENSG00000286108	NA	NA	NA	0	0
ENSG00000286109	NA	NA	NA	0	0
ENSG00000286110	NA	NA	NA	0	0
ENSG00000286111	NA	NA	NA	0	0
ENSG00000286112	KYAT1	kynurenine aminotransferase 1	protein-coding	1.18	0.81
ENSG00000286113	NA	NA	NA	0	0
ENSG00000286114	NA	NA	NA	0	0
ENSG00000286115	NA	NA	NA	0.46	0
ENSG00000286116	NA	NA	NA	0.27	0.31
ENSG00000286117	NA	NA	NA	0	0
ENSG00000286118	NA	NA	NA	0	0
ENSG00000286119	NA	NA	NA	0	0
ENSG00000286120	NA	NA	NA	0	0
ENSG00000286121	NA	NA	NA	0	0
ENSG00000286122	NA	NA	NA	0	0
ENSG00000286123	NA	NA	NA	0	0
ENSG00000286124	NA	NA	NA	0	0
ENSG00000286125	ZIM2-AS1	ZIM2 antisense RNA 1	ncRNA	0	0
ENSG00000286126	LOC112577592	uncharacterized LOC112577592	ncRNA	0	0
ENSG00000286127	NA	NA	NA	0	0
ENSG00000286128	NA	NA	NA	0.27	0.34
ENSG00000286129	NA	NA	NA	2.2	1.81
ENSG00000286130	NA	NA	NA	0	0
ENSG00000286131	NA	NA	NA	0	0
ENSG00000286132	NA	NA	NA	0.05	0
ENSG00000286133	NA	NA	NA	0	0
ENSG00000286134	NA	NA	NA	0	0
ENSG00000286135	SPADH	spermadhesin family member	protein-coding	0	0
ENSG00000286136	NA	NA	NA	0.06	0.06
ENSG00000286137	SPDYE14,SPDYE13,SPDYE15	speedy/RINGO cell cycle regulator family member E14,speedy/RINGO cell cycle regulator family member E13,speedy/RINGO cell cycle regulator family member E15	protein-coding	0	0
ENSG00000286138	NA	NA	NA	0.64	0.56
ENSG00000286140	DERPC	DERPC proline and glycine rich nuclear protein	protein-coding	25.43	24.91
ENSG00000286141	NA	NA	NA	0	0
ENSG00000286142	NA	NA	NA	0	0
ENSG00000286143	NA	NA	NA	0	0
ENSG00000286144	NA	NA	NA	0	0
ENSG00000286145	NA	NA	NA	0.15	0
ENSG00000286146	NA	NA	NA	0	0
ENSG00000286147	NA	NA	NA	0	0
ENSG00000286148	NA	NA	NA	0	0
ENSG00000286149	NA	NA	NA	0	0
ENSG00000286150	NA	NA	NA	0	0
ENSG00000286151	NA	NA	NA	0	0
ENSG00000286152	NA	NA	NA	0	0
ENSG00000286153	NA	NA	NA	0.03	0.1
ENSG00000286154	NA	NA	NA	0	0
ENSG00000286155	NA	NA	NA	0	0
ENSG00000286156	NA	NA	NA	0	0
ENSG00000286157	NA	NA	NA	0	0
ENSG00000286158	NA	NA	NA	0.73	0.55
ENSG00000286159	NA	NA	NA	0	0
ENSG00000286160	NA	NA	NA	0	0
ENSG00000286161	NA	NA	NA	0.04	0.73
ENSG00000286162	LOC124902114	uncharacterized LOC124902114	ncRNA	1.71	1.33
ENSG00000286163	NA	NA	NA	0	0
ENSG00000286164	NA	NA	NA	0	0
ENSG00000286165	NA	NA	NA	0	0
ENSG00000286167	NA	NA	NA	0	0
ENSG00000286168	NA	NA	NA	0	0
ENSG00000286170	NA	NA	NA	0	0
ENSG00000286171	NA	NA	NA	0	0
ENSG00000286172	RNVU1-8	RNA, variant U1 small nuclear 8	snRNA	0	0
ENSG00000286173	NA	NA	NA	0	0
ENSG00000286174	NA	NA	NA	0	0
ENSG00000286175	FAM246B	family with sequence similarity 246 member B	protein-coding	0	0
ENSG00000286176	NA	NA	NA	0	0
ENSG00000286177	LOC105372401	uncharacterized LOC105372401	ncRNA	1.31	1.1
ENSG00000286178	NA	NA	NA	0	0
ENSG00000286179	NA	NA	NA	0	0
ENSG00000286180	NA	NA	NA	0	0.27
ENSG00000286181	NA	NA	NA	0	0.08
ENSG00000286182	NA	NA	NA	0	0
ENSG00000286183	NA	NA	NA	0	0
ENSG00000286185	NA	NA	NA	0.12	0.68
ENSG00000286186	NA	NA	NA	0	0
ENSG00000286187	NA	NA	NA	0	0
ENSG00000286188	NA	NA	NA	0	0
ENSG00000286189	NA	NA	NA	0	0
ENSG00000286190	LOC728392,LOC124900388	uncharacterized LOC728392,uncharacterized LOC124900388	protein-coding	3.93	2.41
ENSG00000286191	NA	NA	NA	0	0
ENSG00000286192	NA	NA	NA	0.1	0.09
ENSG00000286193	CPLANE1-AS1	CPLANE1 antisense RNA 1	ncRNA	3.05	1.3
ENSG00000286194	NA	NA	NA	0	0
ENSG00000286195	NA	NA	NA	0	0
ENSG00000286196	NA	NA	NA	0.03	0
ENSG00000286197	NA	NA	NA	0	0
ENSG00000286198	NA	NA	NA	0.12	0.12
ENSG00000286199	NA	NA	NA	0	0
ENSG00000286201	NA	NA	NA	0	0
ENSG00000286202	NA	NA	NA	0	0
ENSG00000286203	NA	NA	NA	0	0
ENSG00000286204	NA	NA	NA	0	0
ENSG00000286205	NA	NA	NA	0	0
ENSG00000286206	NA	NA	NA	0	0
ENSG00000286207	NA	NA	NA	0.4	0.51
ENSG00000286208	NA	NA	NA	0	0
ENSG00000286209	NA	NA	NA	0	0
ENSG00000286210	NA	NA	NA	0	0
ENSG00000286211	NA	NA	NA	0	0
ENSG00000286212	NA	NA	NA	0	0
ENSG00000286213	NA	NA	NA	0	0
ENSG00000286214	NA	NA	NA	0.03	0.02
ENSG00000286215	NA	NA	NA	0	0
ENSG00000286216	NA	NA	NA	0.22	0.15
ENSG00000286217	NA	NA	NA	0	0
ENSG00000286218	NA	NA	NA	0	0
ENSG00000286219	NOTCH2NLC	notch 2 N-terminal like C	protein-coding	0.83	0.66
ENSG00000286220	NA	NA	NA	0	0
ENSG00000286221	NA	NA	NA	0	0
ENSG00000286222	NA	NA	NA	0	0
ENSG00000286223	NA	NA	NA	0.36	0.43
ENSG00000286224	NA	NA	NA	0	0
ENSG00000286225	NA	NA	NA	0	0
ENSG00000286226	NA	NA	NA	0	0
ENSG00000286227	NA	NA	NA	0	0
ENSG00000286229	NA	NA	NA	0	0
ENSG00000286230	NA	NA	NA	0.14	0.17
ENSG00000286231	NA	NA	NA	0.22	0.39
ENSG00000286232	NA	NA	NA	0	0
ENSG00000286233	NA	NA	NA	0	0
ENSG00000286234	NA	NA	NA	0	0
ENSG00000286235	NA	NA	NA	0.08	0
ENSG00000286236	NA	NA	NA	0	0
ENSG00000286237	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough	protein-coding	0.14	0.11
ENSG00000286238	NA	NA	NA	0	0
ENSG00000286239	NA	NA	NA	0.17	0.05
ENSG00000286240	NA	NA	NA	0	0.11
ENSG00000286241	NA	NA	NA	0	0
ENSG00000286242	NA	NA	NA	0	0
ENSG00000286243	NA	NA	NA	0	0
ENSG00000286244	LOC112268419	uncharacterized LOC112268419	ncRNA	0	0
ENSG00000286245	NA	NA	NA	0	0
ENSG00000286246	NA	NA	NA	0	0
ENSG00000286247	NA	NA	NA	0	0
ENSG00000286248	NA	NA	NA	0	0
ENSG00000286249	NA	NA	NA	0	0
ENSG00000286250	NA	NA	NA	0	0
ENSG00000286251	NA	NA	NA	0	0
ENSG00000286252	NA	NA	NA	0	0
ENSG00000286253	NA	NA	NA	0	0
ENSG00000286254	NA	NA	NA	0	0
ENSG00000286255	NA	NA	NA	0	0
ENSG00000286256	NA	NA	NA	0	0
ENSG00000286257	LOC124903324	uncharacterized LOC124903324	ncRNA	0	0
ENSG00000286258	NA	NA	NA	0.55	1.24
ENSG00000286259	NA	NA	NA	0	0
ENSG00000286260	NA	NA	NA	0	0
ENSG00000286262	NA	NA	NA	0	0
ENSG00000286263	NA	NA	NA	0	0
ENSG00000286264	LOC114841035	Uncharacterized protein LOC114841035	protein-coding	7.88	10.63
ENSG00000286266	NA	NA	NA	0	0
ENSG00000286267	NA	NA	NA	0	0
ENSG00000286268	NA	NA	NA	0	0
ENSG00000286269	NA	NA	NA	0	0
ENSG00000286270	NA	NA	NA	0	0
ENSG00000286271	NA	NA	NA	0.11	0
ENSG00000286272	NA	NA	NA	0	0
ENSG00000286273	NA	NA	NA	0	0.35
ENSG00000286274	NA	NA	NA	0	0
ENSG00000286275	NA	NA	NA	0	0
ENSG00000286276	NA	NA	NA	0	0
ENSG00000286277	NA	NA	NA	0	0
ENSG00000286278	NA	NA	NA	0	0
ENSG00000286279	NA	NA	NA	0	0
ENSG00000286280	NA	NA	NA	0	0
ENSG00000286281	NA	NA	NA	0	0
ENSG00000286282	NA	NA	NA	0	0
ENSG00000286283	NA	NA	NA	0	0
ENSG00000286284	NA	NA	NA	0	0
ENSG00000286285	NA	NA	NA	0	0
ENSG00000286286	NA	NA	NA	0	0
ENSG00000286288	NA	NA	NA	0.05	0.15
ENSG00000286289	LOC107984270	uncharacterized LOC107984270	ncRNA	0	0
ENSG00000286290	NA	NA	NA	0	0
